"tcgaGD_data_protein","frame_tcgaGDC_data_GE_counts","frame_tcgaGD_data_Meth","frame_tcgaGDC_data_CNV_genelevel","frame_tcgaLGG_data_RNA_normalized"
NA,NA,NA,"TCGA-14-0867","TCGA-TQ-A7RF"
NA,NA,NA,"TCGA-06-6391","TCGA-HT-7472"
NA,NA,NA,"TCGA-06-6391","TCGA-DU-7294"
NA,NA,NA,"TCGA-12-3648","TCGA-S9-A7QX"
NA,NA,NA,"TCGA-12-3648","TCGA-DB-5280"
NA,NA,NA,"TCGA-12-0772","TCGA-CS-6667"
NA,NA,NA,"TCGA-12-0772","TCGA-FG-A87N"
NA,NA,NA,"TCGA-08-0390","TCGA-S9-A7QY"
NA,NA,NA,"TCGA-08-0390","TCGA-E1-A7YH"
NA,NA,NA,"TCGA-06-0168","TCGA-HT-A5R5"
NA,NA,NA,"TCGA-06-0168","TCGA-E1-A7YS"
NA,NA,NA,"TCGA-06-0197","TCGA-DB-A64V"
NA,NA,NA,"TCGA-06-0197","TCGA-HT-7473"
NA,NA,NA,"TCGA-06-5856","TCGA-CS-6670"
NA,NA,NA,"TCGA-06-5856","TCGA-RY-A847"
NA,NA,NA,"TCGA-12-3650","TCGA-DB-A64S"
NA,NA,NA,"TCGA-12-3650","TCGA-HT-7606"
NA,NA,NA,"TCGA-02-0034","TCGA-DU-A7T6"
NA,NA,NA,"TCGA-02-0034","TCGA-DU-7018"
NA,NA,NA,"TCGA-12-0778","TCGA-S9-A6WE"
NA,NA,NA,"TCGA-12-0778","TCGA-HT-7855"
NA,NA,NA,"TCGA-06-0126","TCGA-S9-A6TU"
NA,NA,NA,"TCGA-06-0126","TCGA-DU-A76R"
NA,NA,NA,"TCGA-06-0126","TCGA-HT-7479"
NA,NA,NA,"TCGA-06-0126","TCGA-WY-A85E"
NA,NA,NA,"TCGA-06-0221","TCGA-E1-A7Z3"
NA,NA,NA,"TCGA-06-0221","TCGA-TM-A84L"
NA,NA,NA,"TCGA-06-1806","TCGA-P5-A735"
NA,NA,NA,"TCGA-06-1806","TCGA-DU-6392"
NA,NA,NA,"TCGA-32-1979","TCGA-QH-A6CU"
NA,NA,NA,"TCGA-32-1979","TCGA-E1-A7YI"
NA,NA,NA,"TCGA-14-0817","TCGA-HT-8107"
NA,NA,NA,"TCGA-14-0817","TCGA-DH-A66F"
NA,NA,NA,"TCGA-02-0048","TCGA-HT-7474"
NA,NA,NA,"TCGA-02-0048","TCGA-S9-A6UA"
NA,NA,NA,"TCGA-12-5301","TCGA-HT-7858"
NA,NA,NA,"TCGA-12-5301","TCGA-R8-A6MK"
NA,NA,NA,"TCGA-RR-A6KC","TCGA-P5-A5F0"
NA,NA,NA,"TCGA-RR-A6KC","TCGA-S9-A6WL"
NA,NA,NA,"TCGA-08-0347","TCGA-S9-A6TS"
NA,NA,NA,"TCGA-08-0347","TCGA-S9-A6TV"
NA,NA,NA,"TCGA-12-3649","TCGA-EZ-7264"
NA,NA,NA,"TCGA-12-3649","TCGA-HT-7602"
NA,NA,NA,"TCGA-27-2523","TCGA-S9-A7R2"
NA,NA,NA,"TCGA-27-2523","TCGA-HT-8558"
NA,NA,NA,"TCGA-19-1387","TCGA-WY-A85A"
NA,NA,NA,"TCGA-19-1387","TCGA-FG-5964"
NA,NA,NA,"TCGA-02-0115","TCGA-HT-7694"
NA,NA,NA,"TCGA-02-0115","TCGA-DU-A5TR"
NA,NA,NA,"TCGA-26-5134","TCGA-CS-6290"
NA,NA,NA,"TCGA-26-5134","TCGA-DU-A7TD"
NA,NA,NA,"TCGA-06-1800","TCGA-S9-A7QZ"
NA,NA,NA,"TCGA-06-1800","TCGA-HW-7487"
NA,NA,NA,"TCGA-02-0009","TCGA-TM-A84I"
NA,NA,NA,"TCGA-02-0009","TCGA-TM-A84M"
NA,NA,NA,"TCGA-06-0201","TCGA-TM-A84O"
NA,NA,NA,"TCGA-06-0201","TCGA-FG-A4MY"
NA,NA,NA,"TCGA-27-2518","TCGA-HT-7616"
NA,NA,NA,"TCGA-27-2518","TCGA-HW-A5KK"
NA,NA,NA,"TCGA-06-0221","TCGA-TQ-A7RI"
NA,NA,NA,"TCGA-06-0221","TCGA-HT-7684"
NA,NA,NA,"TCGA-06-0155","TCGA-E1-A7YE"
NA,NA,NA,"TCGA-06-0155","TCGA-HT-8109"
NA,NA,NA,"TCGA-19-0955","TCGA-P5-A72U"
NA,NA,NA,"TCGA-19-0955","TCGA-FG-A710"
NA,NA,NA,"TCGA-14-0812","TCGA-HT-7690"
NA,NA,NA,"TCGA-14-0812","TCGA-DU-A5TS"
NA,NA,NA,"TCGA-06-A7TK","TCGA-FG-8191"
NA,NA,NA,"TCGA-06-A7TK","TCGA-DU-7298"
NA,NA,NA,"TCGA-06-2558","TCGA-DU-8161"
NA,NA,NA,"TCGA-06-2558","TCGA-RY-A845"
NA,NA,NA,"TCGA-06-5408","TCGA-QH-A6CS"
NA,NA,NA,"TCGA-06-5408","TCGA-HW-7486"
NA,NA,NA,"TCGA-08-0380","TCGA-E1-5318"
NA,NA,NA,"TCGA-08-0380","TCGA-DU-7301"
NA,NA,NA,"TCGA-15-1444","TCGA-QH-A6XA"
NA,NA,NA,"TCGA-15-1444","TCGA-HT-7873"
NA,NA,NA,"TCGA-02-0079","TCGA-DB-A4XD"
NA,NA,NA,"TCGA-02-0079","TCGA-HW-A5KL"
NA,NA,NA,"TCGA-28-2514","TCGA-S9-A6WQ"
NA,NA,NA,"TCGA-28-2514","TCGA-FG-8187"
NA,NA,NA,"TCGA-02-0011","TCGA-P5-A77W"
NA,NA,NA,"TCGA-02-0011","TCGA-CS-6669"
NA,NA,NA,"TCGA-12-3644","TCGA-TQ-A7RR"
NA,NA,NA,"TCGA-12-3644","TCGA-FG-8182"
NA,NA,NA,"TCGA-08-0375","TCGA-HT-7469"
NA,NA,NA,"TCGA-08-0375","TCGA-DU-5853"
NA,NA,NA,"TCGA-02-0033","TCGA-HT-7468"
NA,NA,NA,"TCGA-02-0033","TCGA-HT-8106"
NA,NA,NA,"TCGA-41-3392","TCGA-DU-6403"
NA,NA,NA,"TCGA-41-3392","TCGA-HT-7603"
NA,NA,NA,"TCGA-27-1835","TCGA-HT-7902"
NA,NA,NA,"TCGA-27-1835","TCGA-QH-A65V"
NA,NA,NA,"TCGA-87-5896","TCGA-DB-A64O"
NA,NA,NA,"TCGA-87-5896","TCGA-FG-6692"
NA,NA,NA,"TCGA-19-1386","TCGA-HT-7680"
NA,NA,NA,"TCGA-19-1386","TCGA-S9-A6U0"
NA,NA,NA,"TCGA-12-1095","TCGA-DU-6402"
NA,NA,NA,"TCGA-12-1095","TCGA-QH-A86X"
NA,NA,NA,"TCGA-06-2561","TCGA-FG-5963"
NA,NA,NA,"TCGA-06-2561","TCGA-DB-A4XH"
NA,NA,NA,"TCGA-32-2616","TCGA-DB-A75K"
NA,NA,NA,"TCGA-32-2616","TCGA-DU-7290"
NA,NA,NA,"TCGA-12-1090","TCGA-DU-5849"
NA,NA,NA,"TCGA-12-1090","TCGA-CS-5393"
NA,NA,NA,"TCGA-06-0124","TCGA-DH-A7UR"
NA,NA,NA,"TCGA-06-0124","TCGA-S9-A6WI"
NA,NA,NA,"TCGA-81-5910","TCGA-FG-A711"
NA,NA,NA,"TCGA-81-5910","TCGA-DU-A7TJ"
NA,NA,NA,"TCGA-06-0646","TCGA-HT-7687"
NA,NA,NA,"TCGA-06-0646","TCGA-P5-A5EX"
NA,NA,NA,"TCGA-14-1459","TCGA-DH-5140"
NA,NA,NA,"TCGA-14-1459","TCGA-F6-A8O4"
NA,NA,NA,"TCGA-02-0010","TCGA-FN-7833"
NA,NA,NA,"TCGA-02-0010","TCGA-DU-8168"
NA,NA,NA,"TCGA-02-0024","TCGA-HT-A61C"
NA,NA,NA,"TCGA-02-0024","TCGA-E1-A7Z2"
NA,NA,NA,"TCGA-06-0211","TCGA-E1-5304"
NA,NA,NA,"TCGA-06-0211","TCGA-E1-A7YQ"
NA,NA,NA,"TCGA-19-0960","TCGA-TM-A84G"
NA,NA,NA,"TCGA-19-0960","TCGA-HT-7604"
NA,NA,NA,"TCGA-14-0787","TCGA-E1-A7Z4"
NA,NA,NA,"TCGA-14-0787","TCGA-S9-A7R1"
NA,NA,NA,"TCGA-06-0882","TCGA-P5-A5F6"
NA,NA,NA,"TCGA-06-0882","TCGA-TM-A84J"
NA,NA,NA,"TCGA-19-1789","TCGA-HT-7470"
NA,NA,NA,"TCGA-19-1789","TCGA-HT-7478"
NA,NA,NA,"TCGA-28-2502","TCGA-DB-5279"
NA,NA,NA,"TCGA-28-2502","TCGA-DU-A5TW"
NA,NA,NA,"TCGA-02-0099","TCGA-E1-A7YD"
NA,NA,NA,"TCGA-02-0099","TCGA-S9-A6WG"
NA,NA,NA,"TCGA-26-1440","TCGA-DH-A7US"
NA,NA,NA,"TCGA-26-1440","TCGA-HT-A74O"
NA,NA,NA,"TCGA-28-6450","TCGA-DH-A7UV"
NA,NA,NA,"TCGA-28-6450","TCGA-QH-A6X4"
NA,NA,NA,"TCGA-12-0780","TCGA-S9-A7QW"
NA,NA,NA,"TCGA-12-0780","TCGA-CS-5397"
NA,NA,NA,"TCGA-02-0001","TCGA-DB-A4XC"
NA,NA,NA,"TCGA-02-0001","TCGA-E1-A7YK"
NA,NA,NA,"TCGA-06-1087","TCGA-DU-6408"
NA,NA,NA,"TCGA-06-1087","TCGA-FG-A4MX"
NA,NA,NA,"TCGA-02-0052","TCGA-S9-A7R8"
NA,NA,NA,"TCGA-02-0052","TCGA-DH-5143"
NA,NA,NA,"TCGA-06-6700","TCGA-DU-8167"
NA,NA,NA,"TCGA-06-6700","TCGA-QH-A6XC"
NA,NA,NA,"TCGA-28-1752","TCGA-DU-A76O"
NA,NA,NA,"TCGA-28-1752","TCGA-DB-A75O"
NA,NA,NA,"TCGA-02-0086","TCGA-HT-A5RA"
NA,NA,NA,"TCGA-02-0086","TCGA-HT-7480"
NA,NA,NA,"TCGA-02-0003","TCGA-S9-A7J2"
NA,NA,NA,"TCGA-02-0003","TCGA-DH-5141"
NA,NA,NA,"TCGA-14-0813","TCGA-DB-5281"
NA,NA,NA,"TCGA-14-0813","TCGA-TM-A7CF"
NA,NA,NA,"TCGA-06-0184","TCGA-CS-6188"
NA,NA,NA,"TCGA-06-0184","TCGA-TM-A84H"
NA,NA,NA,"TCGA-12-0769","TCGA-P5-A72W"
NA,NA,NA,"TCGA-12-0769","TCGA-E1-5305"
NA,NA,NA,"TCGA-32-2634","TCGA-TQ-A8XE"
NA,NA,NA,"TCGA-32-2634","TCGA-RY-A83Z"
NA,NA,NA,"TCGA-14-0862","TCGA-HT-7481"
NA,NA,NA,"TCGA-14-0862","TCGA-P5-A77X"
NA,NA,NA,"TCGA-76-6285","TCGA-FG-A713"
NA,NA,NA,"TCGA-76-6285","TCGA-HT-A616"
NA,NA,NA,"TCGA-12-0822","TCGA-WY-A859"
NA,NA,NA,"TCGA-12-0822","TCGA-HT-7601"
NA,NA,NA,"TCGA-02-0043","TCGA-S9-A7R4"
NA,NA,NA,"TCGA-02-0043","TCGA-DU-A6S3"
NA,NA,NA,"TCGA-12-0826","TCGA-HW-7495"
NA,NA,NA,"TCGA-12-0826","TCGA-DU-5855"
NA,NA,NA,"TCGA-06-5412","TCGA-HT-A617"
NA,NA,NA,"TCGA-06-5412","TCGA-HT-7688"
NA,NA,NA,"TCGA-74-6575","TCGA-HT-A61A"
NA,NA,NA,"TCGA-74-6575","TCGA-DB-5273"
NA,NA,NA,"TCGA-28-5220","TCGA-TQ-A7RO"
NA,NA,NA,"TCGA-28-5220","TCGA-DU-5874"
NA,NA,NA,"TCGA-06-1805","TCGA-VM-A8CB"
NA,NA,NA,"TCGA-06-1805","TCGA-HW-8321"
NA,NA,NA,"TCGA-12-0819","TCGA-CS-4942"
NA,NA,NA,"TCGA-12-0819","TCGA-HT-A61B"
NA,NA,NA,"TCGA-14-1458","TCGA-CS-4938"
NA,NA,NA,"TCGA-14-1458","TCGA-WY-A85D"
NA,NA,NA,"TCGA-06-0216","TCGA-DU-A76L"
NA,NA,NA,"TCGA-06-0216","TCGA-HT-8012"
NA,NA,NA,"TCGA-28-5215","TCGA-P5-A5EY"
NA,NA,NA,"TCGA-28-5215","TCGA-HT-8013"
NA,NA,NA,"TCGA-06-0213","TCGA-QH-A65X"
NA,NA,NA,"TCGA-06-0213","TCGA-DU-5847"
NA,NA,NA,"TCGA-06-5416","TCGA-E1-A7YM"
NA,NA,NA,"TCGA-06-5416","TCGA-DU-5871"
NA,NA,NA,"TCGA-28-5207","TCGA-DH-A669"
NA,NA,NA,"TCGA-28-5207","TCGA-S9-A6TZ"
NA,NA,NA,"TCGA-14-2555","TCGA-DU-6410"
NA,NA,NA,"TCGA-14-2555","TCGA-HT-8111"
NA,NA,NA,"TCGA-12-1091","TCGA-E1-A7YN"
NA,NA,NA,"TCGA-12-1091","TCGA-E1-A7YU"
NA,NA,NA,"TCGA-06-0145","TCGA-HT-A5R7"
NA,NA,NA,"TCGA-06-0145","TCGA-DB-A75L"
NA,NA,NA,"TCGA-16-0846","TCGA-DU-6394"
NA,NA,NA,"TCGA-16-0846","TCGA-E1-A7YL"
NA,NA,NA,"TCGA-12-0654","TCGA-FG-8185"
NA,NA,NA,"TCGA-12-0654","TCGA-P5-A731"
NA,NA,NA,"TCGA-06-0159","TCGA-DB-A75P"
NA,NA,NA,"TCGA-06-0159","TCGA-S9-A7R3"
NA,NA,NA,"TCGA-76-6282","TCGA-FG-A70Z"
NA,NA,NA,"TCGA-76-6282","TCGA-DU-A7T8"
NA,NA,NA,"TCGA-14-1402","TCGA-TQ-A7RU"
NA,NA,NA,"TCGA-14-1402","TCGA-IK-8125"
NA,NA,NA,"TCGA-76-4935","TCGA-FG-A60K"
NA,NA,NA,"TCGA-76-4935","TCGA-HT-7607"
NA,NA,NA,"TCGA-06-0166","TCGA-DU-5851"
NA,NA,NA,"TCGA-06-0166","TCGA-S9-A7IQ"
NA,NA,NA,"TCGA-06-0238","TCGA-DB-A64U"
NA,NA,NA,"TCGA-06-0238","TCGA-KT-A7W1"
NA,NA,NA,"TCGA-06-0130","TCGA-DU-A6S2"
NA,NA,NA,"TCGA-06-0130","TCGA-RY-A843"
NA,NA,NA,"TCGA-08-0353","TCGA-FG-7637"
NA,NA,NA,"TCGA-08-0353","TCGA-VM-A8CF"
NA,NA,NA,"TCGA-14-2554","TCGA-HT-7605"
NA,NA,NA,"TCGA-14-2554","TCGA-TQ-A7RJ"
NA,NA,NA,"TCGA-32-2494","TCGA-HT-A74H"
NA,NA,NA,"TCGA-32-2494","TCGA-E1-5307"
NA,NA,NA,"TCGA-76-4925","TCGA-HT-8010"
NA,NA,NA,"TCGA-76-4925","TCGA-DB-A64X"
NA,NA,NA,"TCGA-19-5956",NA
NA,NA,NA,"TCGA-19-5956",NA
NA,NA,NA,"TCGA-19-5955",NA
NA,NA,NA,"TCGA-19-5955",NA
NA,NA,NA,"TCGA-32-1977",NA
NA,NA,NA,"TCGA-32-1977",NA
NA,NA,NA,"TCGA-19-1390",NA
NA,NA,NA,"TCGA-19-1390",NA
NA,NA,NA,"TCGA-06-6697",NA
NA,NA,NA,"TCGA-06-6697",NA
NA,NA,NA,"TCGA-06-0876",NA
NA,NA,NA,"TCGA-06-0876",NA
NA,NA,NA,"TCGA-32-2491",NA
NA,NA,NA,"TCGA-32-2491",NA
NA,NA,NA,"TCGA-15-1449",NA
NA,NA,NA,"TCGA-15-1449",NA
NA,NA,NA,"TCGA-12-3646",NA
NA,NA,NA,"TCGA-12-3646",NA
NA,NA,NA,"TCGA-06-0154",NA
NA,NA,NA,"TCGA-06-0154",NA
NA,NA,NA,"TCGA-06-5410",NA
NA,NA,NA,"TCGA-06-5410",NA
NA,NA,NA,"TCGA-28-5214",NA
NA,NA,NA,"TCGA-28-5214",NA
NA,NA,NA,"TCGA-12-0775",NA
NA,NA,NA,"TCGA-12-0775",NA
NA,NA,NA,"TCGA-08-0344",NA
NA,NA,NA,"TCGA-08-0344",NA
NA,NA,NA,"TCGA-81-5911",NA
NA,NA,NA,"TCGA-81-5911",NA
NA,NA,NA,"TCGA-12-0820",NA
NA,NA,NA,"TCGA-12-0820",NA
NA,NA,NA,"TCGA-28-1750",NA
NA,NA,NA,"TCGA-28-1750",NA
NA,NA,NA,"TCGA-74-6577",NA
NA,NA,NA,"TCGA-74-6577",NA
NA,NA,NA,"TCGA-14-1450",NA
NA,NA,NA,"TCGA-14-1450",NA
NA,NA,NA,"TCGA-06-0138",NA
NA,NA,NA,"TCGA-06-0138",NA
NA,NA,NA,"TCGA-14-1823",NA
NA,NA,NA,"TCGA-14-1823",NA
NA,NA,NA,"TCGA-12-5299",NA
NA,NA,NA,"TCGA-12-5299",NA
NA,NA,NA,"TCGA-19-0957",NA
NA,NA,NA,"TCGA-19-0957",NA
NA,NA,NA,"TCGA-OX-A56R",NA
NA,NA,NA,"TCGA-OX-A56R",NA
NA,NA,NA,"TCGA-28-1753",NA
NA,NA,NA,"TCGA-28-1753",NA
NA,NA,NA,"TCGA-06-0648",NA
NA,NA,NA,"TCGA-06-0648",NA
NA,NA,NA,"TCGA-02-0069",NA
NA,NA,NA,"TCGA-02-0069",NA
NA,NA,NA,"TCGA-06-2559",NA
NA,NA,NA,"TCGA-06-2559",NA
NA,NA,NA,"TCGA-16-0861",NA
NA,NA,NA,"TCGA-16-0861",NA
NA,NA,NA,"TCGA-28-5209",NA
NA,NA,NA,"TCGA-28-5209",NA
NA,NA,NA,"TCGA-02-0114",NA
NA,NA,NA,"TCGA-02-0114",NA
NA,NA,NA,"TCGA-14-1396",NA
NA,NA,NA,"TCGA-14-1396",NA
NA,NA,NA,"TCGA-08-0244",NA
NA,NA,NA,"TCGA-08-0244",NA
NA,NA,NA,"TCGA-06-0214",NA
NA,NA,NA,"TCGA-06-0214",NA
NA,NA,NA,"TCGA-12-3652",NA
NA,NA,NA,"TCGA-12-3652",NA
NA,NA,NA,"TCGA-26-5139",NA
NA,NA,NA,"TCGA-26-5139",NA
NA,NA,NA,"TCGA-02-0006",NA
NA,NA,NA,"TCGA-02-0006",NA
NA,NA,NA,"TCGA-02-0025",NA
NA,NA,NA,"TCGA-02-0025",NA
NA,NA,NA,"TCGA-12-0615",NA
NA,NA,NA,"TCGA-12-0615",NA
NA,NA,NA,"TCGA-16-1047",NA
NA,NA,NA,"TCGA-16-1047",NA
NA,NA,NA,"TCGA-06-0150",NA
NA,NA,NA,"TCGA-06-0150",NA
NA,NA,NA,"TCGA-32-1976",NA
NA,NA,NA,"TCGA-32-1976",NA
NA,NA,NA,"TCGA-06-0128",NA
NA,NA,NA,"TCGA-06-0128",NA
NA,NA,NA,"TCGA-06-0645",NA
NA,NA,NA,"TCGA-06-0645",NA
NA,NA,NA,"TCGA-76-6656",NA
NA,NA,NA,"TCGA-76-6656",NA
NA,NA,NA,"TCGA-74-6573",NA
NA,NA,NA,"TCGA-74-6573",NA
NA,NA,NA,"TCGA-19-1389",NA
NA,NA,NA,"TCGA-19-1389",NA
NA,NA,NA,"TCGA-28-1751",NA
NA,NA,NA,"TCGA-28-1751",NA
NA,NA,NA,"TCGA-26-5133",NA
NA,NA,NA,"TCGA-26-5133",NA
NA,NA,NA,"TCGA-08-0349",NA
NA,NA,NA,"TCGA-08-0349",NA
NA,NA,NA,"TCGA-16-1045",NA
NA,NA,NA,"TCGA-16-1045",NA
NA,NA,NA,"TCGA-06-1086",NA
NA,NA,NA,"TCGA-06-1086",NA
NA,NA,NA,"TCGA-06-A5U0",NA
NA,NA,NA,"TCGA-06-A5U0",NA
NA,NA,NA,"TCGA-02-0071",NA
NA,NA,NA,"TCGA-02-0071",NA
NA,NA,NA,"TCGA-19-2623",NA
NA,NA,NA,"TCGA-19-2623",NA
NA,NA,NA,"TCGA-02-0070",NA
NA,NA,NA,"TCGA-02-0070",NA
NA,NA,NA,"TCGA-14-1795",NA
NA,NA,NA,"TCGA-14-1795",NA
NA,NA,NA,"TCGA-06-0142",NA
NA,NA,NA,"TCGA-06-0142",NA
NA,NA,NA,"TCGA-14-4157",NA
NA,NA,NA,"TCGA-14-4157",NA
NA,NA,NA,"TCGA-19-2631",NA
NA,NA,NA,"TCGA-19-2631",NA
NA,NA,NA,"TCGA-32-4213",NA
NA,NA,NA,"TCGA-32-4213",NA
NA,NA,NA,"TCGA-32-1973",NA
NA,NA,NA,"TCGA-32-1973",NA
NA,NA,NA,"TCGA-41-2572",NA
NA,NA,NA,"TCGA-41-2572",NA
NA,NA,NA,"TCGA-14-1451",NA
NA,NA,NA,"TCGA-14-1451",NA
NA,NA,NA,"TCGA-26-1439",NA
NA,NA,NA,"TCGA-26-1439",NA
NA,NA,NA,"TCGA-41-3393",NA
NA,NA,NA,"TCGA-41-3393",NA
NA,NA,NA,"TCGA-28-2510",NA
NA,NA,NA,"TCGA-28-2510",NA
NA,NA,NA,"TCGA-41-4097",NA
NA,NA,NA,"TCGA-41-4097",NA
NA,NA,NA,"TCGA-12-1601",NA
NA,NA,NA,"TCGA-12-1601",NA
NA,NA,NA,"TCGA-32-4211",NA
NA,NA,NA,"TCGA-32-4211",NA
NA,NA,NA,"TCGA-16-1048",NA
NA,NA,NA,"TCGA-16-1048",NA
NA,NA,NA,"TCGA-06-0176",NA
NA,NA,NA,"TCGA-06-0176",NA
NA,NA,NA,"TCGA-06-0176",NA
NA,NA,NA,"TCGA-06-0176",NA
NA,NA,NA,"TCGA-14-1821",NA
NA,NA,NA,"TCGA-14-1821",NA
NA,NA,NA,"TCGA-02-0074",NA
NA,NA,NA,"TCGA-02-0074",NA
NA,NA,NA,"TCGA-06-0750",NA
NA,NA,NA,"TCGA-06-0750",NA
NA,NA,NA,"TCGA-26-5136",NA
NA,NA,NA,"TCGA-26-5136",NA
NA,NA,NA,"TCGA-19-1392",NA
NA,NA,NA,"TCGA-19-1392",NA
NA,NA,NA,"TCGA-41-2573",NA
NA,NA,NA,"TCGA-41-2573",NA
NA,NA,NA,"TCGA-14-1827",NA
NA,NA,NA,"TCGA-14-1827",NA
NA,NA,NA,"TCGA-06-0160",NA
NA,NA,NA,"TCGA-06-0160",NA
NA,NA,NA,"TCGA-28-1755",NA
NA,NA,NA,"TCGA-28-1755",NA
NA,NA,NA,"TCGA-19-1388",NA
NA,NA,NA,"TCGA-19-1388",NA
NA,NA,NA,"TCGA-14-0781",NA
NA,NA,NA,"TCGA-14-0781",NA
NA,NA,NA,"TCGA-06-6701",NA
NA,NA,NA,"TCGA-06-6701",NA
NA,NA,NA,"TCGA-32-1982",NA
NA,NA,NA,"TCGA-32-1982",NA
NA,NA,NA,"TCGA-08-0246",NA
NA,NA,NA,"TCGA-08-0246",NA
NA,NA,NA,"TCGA-26-5135",NA
NA,NA,NA,"TCGA-26-5135",NA
NA,NA,NA,"TCGA-12-0688",NA
NA,NA,NA,"TCGA-12-0688",NA
NA,NA,NA,"TCGA-06-0211",NA
NA,NA,NA,"TCGA-06-0211",NA
NA,NA,NA,"TCGA-27-1831",NA
NA,NA,NA,"TCGA-27-1831",NA
NA,NA,NA,"TCGA-06-0211",NA
NA,NA,NA,"TCGA-06-0211",NA
NA,NA,NA,"TCGA-06-0141",NA
NA,NA,NA,"TCGA-06-0141",NA
NA,NA,NA,"TCGA-06-0132",NA
NA,NA,NA,"TCGA-06-0132",NA
NA,NA,NA,"TCGA-41-2571",NA
NA,NA,NA,"TCGA-41-2571",NA
NA,NA,NA,"TCGA-02-2486",NA
NA,NA,NA,"TCGA-02-2486",NA
NA,NA,NA,"TCGA-12-1092",NA
NA,NA,NA,"TCGA-12-1092",NA
NA,NA,NA,"TCGA-14-1455",NA
NA,NA,NA,"TCGA-14-1455",NA
NA,NA,NA,"TCGA-26-1442",NA
NA,NA,NA,"TCGA-26-1442",NA
NA,NA,NA,"TCGA-06-0219",NA
NA,NA,NA,"TCGA-06-0219",NA
NA,NA,NA,"TCGA-06-0147",NA
NA,NA,NA,"TCGA-06-0147",NA
NA,NA,NA,"TCGA-41-6646",NA
NA,NA,NA,"TCGA-41-6646",NA
NA,NA,NA,"TCGA-06-0240",NA
NA,NA,NA,"TCGA-06-0240",NA
NA,NA,NA,"TCGA-06-0743",NA
NA,NA,NA,"TCGA-06-0743",NA
NA,NA,NA,"TCGA-06-0644",NA
NA,NA,NA,"TCGA-06-0644",NA
NA,NA,NA,"TCGA-06-A6S1",NA
NA,NA,NA,"TCGA-06-A6S1",NA
NA,NA,NA,"TCGA-02-0080",NA
NA,NA,NA,"TCGA-02-0080",NA
NA,NA,NA,"TCGA-06-0122",NA
NA,NA,NA,"TCGA-06-0122",NA
NA,NA,NA,"TCGA-02-0007",NA
NA,NA,NA,"TCGA-02-0007",NA
NA,NA,NA,"TCGA-02-0046",NA
NA,NA,NA,"TCGA-02-0046",NA
NA,NA,NA,"TCGA-12-0692",NA
NA,NA,NA,"TCGA-12-0692",NA
NA,NA,NA,"TCGA-74-6578",NA
NA,NA,NA,"TCGA-74-6578",NA
NA,NA,NA,"TCGA-12-5295",NA
NA,NA,NA,"TCGA-12-5295",NA
NA,NA,NA,"TCGA-06-0143",NA
NA,NA,NA,"TCGA-06-0143",NA
NA,NA,NA,"TCGA-28-2509",NA
NA,NA,NA,"TCGA-28-2509",NA
NA,NA,NA,"TCGA-32-1986",NA
NA,NA,NA,"TCGA-32-1986",NA
NA,NA,NA,"TCGA-14-1456",NA
NA,NA,NA,"TCGA-14-1456",NA
NA,NA,NA,"TCGA-28-2506",NA
NA,NA,NA,"TCGA-28-2506",NA
NA,NA,NA,"TCGA-06-5415",NA
NA,NA,NA,"TCGA-06-5415",NA
NA,NA,NA,"TCGA-02-0055",NA
NA,NA,NA,"TCGA-02-0055",NA
NA,NA,NA,"TCGA-14-1401",NA
NA,NA,NA,"TCGA-14-1401",NA
NA,NA,NA,"TCGA-08-0351",NA
NA,NA,NA,"TCGA-08-0351",NA
NA,NA,NA,"TCGA-19-0963",NA
NA,NA,NA,"TCGA-19-0963",NA
NA,NA,NA,"TCGA-14-0736",NA
NA,NA,NA,"TCGA-14-0736",NA
NA,NA,NA,"TCGA-06-2569",NA
NA,NA,NA,"TCGA-06-2569",NA
NA,NA,NA,"TCGA-06-0167",NA
NA,NA,NA,"TCGA-06-0167",NA
NA,NA,NA,"TCGA-12-0616",NA
NA,NA,NA,"TCGA-12-0616",NA
NA,NA,NA,"TCGA-27-1838",NA
NA,NA,NA,"TCGA-27-1838",NA
NA,NA,NA,"TCGA-26-6174",NA
NA,NA,NA,"TCGA-26-6174",NA
NA,NA,NA,"TCGA-06-0130",NA
NA,NA,NA,"TCGA-06-0130",NA
NA,NA,NA,"TCGA-14-0786",NA
NA,NA,NA,"TCGA-14-0786",NA
NA,NA,NA,"TCGA-06-6698",NA
NA,NA,NA,"TCGA-06-6698",NA
NA,NA,NA,"TCGA-02-0039",NA
NA,NA,NA,"TCGA-02-0039",NA
NA,NA,NA,"TCGA-12-1094",NA
NA,NA,NA,"TCGA-12-1094",NA
NA,NA,NA,"TCGA-06-2566",NA
NA,NA,NA,"TCGA-06-2566",NA
NA,NA,NA,"TCGA-06-2567",NA
NA,NA,NA,"TCGA-06-2567",NA
NA,NA,NA,"TCGA-28-1756",NA
NA,NA,NA,"TCGA-28-1756",NA
NA,NA,NA,"TCGA-02-0026",NA
NA,NA,NA,"TCGA-02-0026",NA
NA,NA,NA,"TCGA-19-0964",NA
NA,NA,NA,"TCGA-19-0964",NA
NA,NA,NA,"TCGA-76-6663",NA
NA,NA,NA,"TCGA-76-6663",NA
NA,NA,NA,"TCGA-08-0348",NA
NA,NA,NA,"TCGA-08-0348",NA
NA,NA,NA,"TCGA-16-1055",NA
NA,NA,NA,"TCGA-16-1055",NA
